,car_full_nm,horsepower_bhp,rpm_horsepower_measure_point,torque_lb_ft,rpm_torque_measure_point,car_0_60_time_seconds,engine_size_cc,engine_size_ci,top_speed_mph,top_speed_kph,horsepower_per_ton_bhp,year,decade,make_nm,car_weight_tons,torque_per_ton
458,TVR Cerbera 4.2 - [1996],360,6500,320.0,4500.0,4.0,4185.0,255.3,185.0,297.0,305.8,1996,1990s,TVR,1.17724002616089,271.82222222222197
459,Pontiac GTO 6.6 Litre V8 HO - [1967],360,5100,438.0,3600.0,0.0,6554.0,399.9,120.0,193.0,223.1,1967,1960s,Pontiac,1.6136261766024198,271.438333333333
460,Buick Riviera 6.6l V8 - [1966],360,4400,465.0,2800.0,0.0,6555.0,400.0,128.0,205.0,187.5,1966,1960s,Buick,1.92,242.1875
461,Mercury Marauder X-100 - [1969],360,4600,480.0,2800.0,0.0,7035.0,429.3,124.0,199.0,180.8,1969,1960s,Mercury,1.9911504424778799,241.06666666666698
462,Iso Grifo GL 365 5.4L V8 - [1965],360,6200,360.0,4000.0,0.0,5354.0,326.7,161.0,259.0,248.2,1965,1960s,Iso,1.45044319097502,248.2
463,Mercedes SLK Class 55 AMG - [2004],355,5750,376.0,4000.0,0.0,5439.0,331.9,155.0,249.0,230.5,2004,2000s,Mercedes,1.5401301518438202,244.13521126760602
464,Chevrolet Chevy II Nova SS 327 V8 Turbo Fire 350hp - [1966],355,5800,360.0,3600.0,0.0,5327.0,325.0,139.0,223.0,257.6,1966,1960s,Chevrolet,1.3781055900621102,261.228169014085
465,Chevrolet Chevy II Nova SS 396 V8 3spd Manual - [1969],355,5200,415.0,3400.0,0.0,6489.0,395.9,130.0,209.0,233.5,1969,1960s,Chevrolet,1.5203426124197,272.96478873239397
466,Chevrolet Chevelle-Malibu SS 396 Sport Coupe 350hp 4speed 1st Gen - [1968],355,5200,415.0,3400.0,0.0,6489.0,395.9,113.0,181.0,212.9,1968,1960s,Chevrolet,1.6674495068107098,248.883098591549
467,Audi TT RS+ 2.5 Turbo - [2012],355,5500,343.0,1650.0,4.3,2480.0,151.3,174.0,280.0,232.7,2012,2010s,Audi,1.5255694026643702,224.834084507042
468,Iso Rivolta IR 340 5.4L V8 - [1962],355,5800,360.0,3600.0,0.0,5354.0,326.7,142.0,228.0,229.0,1962,1960s,Iso,1.5502183406113503,232.225352112676
469,BMW X5 4.8is V8 - [2004],355,6200,369.0,3600.0,0.0,4799.0,292.8,153.0,246.0,156.0,2004,2000s,BMW,2.27564102564103,162.152112676056
470,Mercedes A Class 45 AMG 2.0 Turbo - [2013],355,6000,332.0,2250.0,4.6,1991.0,121.4,155.0,249.0,228.2,2013,2010s,Mercedes,1.55565293602103,213.415211267606
471,Mercedes CLA 45 AMG 2.0 Turbo - [2013],355,6000,332.0,2250.0,4.5,1991.0,121.4,155.0,249.0,223.9,2013,2010s,Mercedes,1.58552925413131,209.39380281690103
472,Audi A5 S5 4.2 Quattro - [2007],354,7000,374.0,3500.0,0.0,4163.0,254.0,155.0,249.0,217.1,2007,2000s,Audi,1.6305849838784001,229.36553672316398
473,Mercedes C Class 32 AMG - [2001],354,6100,332.0,4400.0,0.0,3199.0,195.2,155.0,249.0,216.5,2001,2000s,Mercedes,1.635103926097,203.045197740113
474,Noble M12 GTO 3R - [2003],352,6200,350.0,3500.0,3.9,2968.0,181.1,170.0,273.0,325.9,2003,2000s,Noble,1.08008591592513,324.048295454545
475,Ferrari 365 GTB/4 Daytona - [1973],352,7500,318.0,5500.0,0.0,4390.0,267.8,175.0,281.0,222.0,1973,1970s,Ferrari,1.58558558558559,200.55681818181802
476,Dodge Charger 5.7 V8 R/T - [2006],350,5000,390.0,4000.0,0.0,5654.0,345.0,145.0,233.0,186.3,2006,2000s,Dodge,1.8786902844873898,207.591428571429
477,Lamborghini Espada S II - [1969],350,7500,290.0,5500.0,0.0,3929.0,239.7,155.0,249.0,205.8,1969,1960s,Lamborghini,1.70068027210884,170.52
478,Lotus Esprit S4 3.5 V8 Turbo - [1996],350,6500,295.0,4250.0,4.6,3506.0,213.9,172.0,276.0,253.9,1996,1990s,Lotus,1.37849547065774,214.001428571429
479,TVR T350 C 3.6 - [2003],350,7200,290.0,5500.0,0.0,3605.0,219.9,175.0,281.0,318.1,2003,2000s,TVR,1.10028292989626,263.56857142857103
480,TVR Tamora 3.6 - [2002],350,7200,290.0,5500.0,4.2,3600.0,219.6,175.0,281.0,330.1,2002,2000s,TVR,1.06028476219327,273.511428571429
481,Ford Thunderbird 428 Hard Top 5th Gen. - [1967],350,4600,462.0,2800.0,0.0,6997.0,426.9,133.0,214.0,171.9,1967,1960s,Ford,2.03606748109366,226.908
482,Cadillac Eldorado Convertible 6.4L V8 3rd Gen - [1959],350,4800,435.0,3400.0,0.0,6384.0,389.5,124.0,199.0,145.2,1959,1950s,Cadillac,2.41046831955923,180.46285714285702
483,Ford Focus RS500 - [2010],350,6000,339.0,2500.0,0.0,2521.0,153.8,165.0,265.0,238.4,2010,2010s,Ford,1.4681208053691297,230.907428571429
484,Nissan 370Z Nismo - [2009],350,7400,276.0,5200.0,4.5,3696.0,225.5,155.0,249.0,233.8,2009,2000s,Nissan,1.49700598802395,184.368
485,AC Cobra 212 S/C - [2001],350,6500,295.0,4000.0,4.0,3506.0,213.9,155.0,249.0,388.8,2001,2000s,AC,0.9002057613168721,327.702857142857
486,Buick GS 455 Stage 1 7.5 V8 - [1969],350,4600,510.0,2800.0,0.0,7458.0,455.1,145.0,233.0,205.6,1969,1960s,Buick,1.7023346303501898,299.588571428571
487,Lamborghini Jarama 3.9 V12 - [1970],350,7500,290.0,5500.0,0.0,3929.0,239.7,162.0,260.0,261.1,1970,1970s,Lamborghini,1.34048257372654,216.34
488,Pontiac GTO 5.7 V8 - [2003],350,5200,365.0,4000.0,0.0,5665.0,345.7,155.0,249.0,207.1,2003,2000s,Pontiac,1.69000482858522,215.975714285714
489,Iso Fidia 350 5.4L V8 - [1967],350,5800,361.0,3600.0,0.0,5354.0,326.7,155.0,249.0,213.4,1967,1960s,Iso,1.64011246485473,220.10685714285702
490,BMW X5 4.8i V8 - [2008],350,6300,350.0,3400.0,0.0,4799.0,292.8,149.0,239.0,160.5,2008,2000s,BMW,2.1806853582554497,160.5
491,DeTomaso Pantera GT5 S 5.8 V8 - [1979],350,6000,333.0,3800.0,0.0,5766.0,351.8,174.0,280.0,246.4,1979,1970s,DeTomaso,1.42045454545455,234.43200000000002
492,Bentley Arnage 4.4 V8 - [1998],350,5500,420.0,2500.0,0.0,4398.0,268.3,149.0,239.0,152.0,1998,1990s,Bentley,2.30263157894737,182.4
493,Audi A8 4.2 Quattro - [2006],345,6800,325.0,3500.0,0.0,4163.0,254.0,155.0,249.0,191.6,2006,2000s,Audi,1.80062630480167,180.492753623188
494,Chevrolet Silverado SS 6.0 - [2003],345,520,380.0,4000.0,0.0,5967.0,364.1,0.0,0.0,143.3,2003,2000s,Chevrolet,2.40753663642708,157.83768115942
495,Dodge Ram 1500 SLT Hemi - [2003],345,5400,375.0,4200.0,0.0,5654.0,345.0,0.0,0.0,158.1,2003,2000s,Dodge,2.18216318785579,171.847826086957
496,Mitsubishi Lancer Evo VIII MR FQ 340 - [2003],345,6750,320.0,5000.0,4.4,1997.0,121.8,157.0,252.0,246.4,2003,2000s,Mitsubishi,1.40016233766234,228.544927536232
497,Ultima GTR 5.7 - [2000],345,5600,350.0,4400.0,3.3,5666.0,345.7,157.0,252.0,355.6,2000,2000s,Ultima,0.970191226096738,360.753623188406
498,Cadillac Eldorado 7.0l V8 Hardtop Coupe - [1967],345,4600,480.0,3000.0,0.0,7025.0,428.6,122.0,196.0,159.7,1967,1960s,Cadillac,2.16030056355667,222.191304347826
499,Lotus Exige S 3.5 V6 Roadster - [2012],345,7000,295.0,4500.0,3.9,3456.0,210.8,145.0,233.0,313.6,2012,2010s,Lotus,1.1001275510204098,268.150724637681
500,Lotus Exige S 3.5 V6 - [2012],345,7000,295.0,4500.0,3.9,3456.0,210.8,170.0,273.0,319.4,2012,2010s,Lotus,1.08015028177833,273.110144927536
501,Porsche 928 GTS 5.4L V8 - [1991],345,5700,369.0,4250.0,0.0,5397.0,329.3,168.0,270.0,215.6,1991,1990s,Porsche,1.60018552875696,230.59826086956502
502,AC 428 Coupe 7.0L V8 - [1967],345,4600,462.0,2800.0,0.0,7010.0,427.7,145.0,233.0,232.6,1967,1960s,AC,1.48323301805675,311.481739130435
503,BMW 3 Series M3 GTR E46 - [2001],345,7250,269.0,5000.0,3.6,3997.0,243.9,155.0,249.0,255.5,2001,2000s,BMW,1.3502935420743603,199.21594202898498
504,Lotus Evora S IPS 3.5 V8 - [2011],345,7000,295.0,4500.0,4.6,3456.0,210.8,172.0,276.0,239.2,2011,2010s,Lotus,1.44230769230769,204.53333333333302
505,Lamborghini Islero 400 GTS - [1969],345,7500,290.0,5500.0,0.0,3929.0,239.7,162.0,260.0,250.9,1969,1960s,Lamborghini,1.3750498206456798,210.901449275362
506,Volkswagen(VW) Touareg R50 4.9 V10 - [2008],345,3500,627.0,2000.0,0.0,4921.0,300.2,146.0,234.0,132.5,2008,2000s,Volkswagen(VW),2.6037735849056602,240.804347826087
507,Volkswagen(VW) Touareg 4.2 V8 FSI - [2007],345,6800,325.0,3500.0,0.0,4163.0,254.0,145.0,233.0,147.9,2007,2000s,Volkswagen(VW),2.3326572008113597,139.326086956522
508,Audi Q7 4.2 V8 - [2005],345,6800,325.0,3500.0,0.0,4163.0,254.0,154.0,247.0,154.0,2005,2000s,Audi,2.24025974025974,145.072463768116
509,Porsche 911 Carrera 4 991 - [2012],345,7400,288.0,5600.0,0.0,3436.0,209.6,177.0,284.0,241.2,2012,2010s,Porsche,1.4303482587064698,201.34956521739102
510,Porsche 911 Targa 4 991 - [2014],345,7400,288.0,5600.0,0.0,3436.0,209.6,175.0,281.0,224.0,2014,2010s,Porsche,1.54017857142857,186.991304347826
511,Audi A4 S4 4.2 Quattro - [2004],344,7000,302.0,3500.0,0.0,4163.0,254.0,155.0,249.0,202.3,2004,2000s,Audi,1.70044488383589,177.600581395349
512,BMW 3 Series M3 SMG 2d E46 - [2001],343,7900,269.0,4900.0,0.0,3246.0,198.0,160.0,257.0,217.5,2001,2000s,BMW,1.5770114942528701,170.575801749271
513,Mercedes CLK 55 AMG - [1999],342,5500,376.0,3000.0,0.0,5439.0,331.9,155.0,249.0,211.1,1999,1990s,Mercedes,1.6200852676456698,232.08654970760202
514,BMW X5 4.6is V8 - [2001],342,5700,354.0,3700.0,0.0,4619.0,281.8,149.0,239.0,156.8,2001,2000s,BMW,2.1811224489795897,162.301754385965
515,Mercedes C Class 55 AMG - [1998],342,5500,376.0,2000.0,0.0,5439.0,331.9,155.0,249.0,217.8,1998,1990s,Mercedes,1.5702479338843,239.45263157894698
516,Audi A6 S6 4.2 Quattro - [1999],340,6600,310.0,3400.0,0.0,4172.0,254.5,155.0,249.0,189.9,1999,1990s,Audi,1.7904160084254899,173.14411764705898
517,Chrysler 300 c 5.7 V8 - [2005],340,5000,390.0,4000.0,0.0,5654.0,345.0,155.0,249.0,180.2,2005,2000s,Chrysler,1.88679245283019,206.7
518,Chrysler 300 c 5.7 Hemi - [2003],340,5000,387.0,4000.0,0.0,5654.0,345.0,155.0,249.0,178.0,2003,2000s,Chrysler,1.91011235955056,202.60588235294102
519,Dodge Magnum 5.7 V8 RT - [2005],340,5000,390.0,4000.0,0.0,5654.0,345.0,155.0,249.0,178.0,2005,2000s,Dodge,1.91011235955056,204.17647058823502
520,Chevrolet Impala 348 Hardtop - [1960],340,5800,362.0,3600.0,0.0,5697.0,347.6,126.0,202.0,195.1,1960,1960s,Chevrolet,1.7426960533059999,207.724117647059
521,AMC AMX /3 6.4L V8 - [1969],340,5100,430.0,3600.0,0.0,6386.0,389.6,160.0,257.0,242.5,1969,1960s,AMC,1.4020618556701,306.691176470588
522,Ferrari 410 Superamerica Series 1 - [1955],340,6000,311.0,5000.0,0.0,4963.0,302.8,155.0,249.0,309.0,1955,1950s,Ferrari,1.10032362459547,282.644117647059
523,Dodge Coronet Super Bee 6.3 V8 383 - [1968],340,5000,425.0,3400.0,0.0,6277.0,383.0,126.0,202.0,210.9,1968,1960s,Dodge,1.6121384542437198,263.625
524,Audi A4 S4 4.2 Quattro Cabriolet - [2004],339,7000,302.0,3500.0,0.0,4163.0,254.0,155.0,249.0,182.7,2004,2000s,Audi,1.8555008210180601,162.759292035398
525,BMW Z4 3.2 M Coupe 2d - [2006],338,7900,269.0,4900.0,0.0,3246.0,198.0,155.0,249.0,226.0,2006,2000s,BMW,1.4955752212389402,179.863905325444
526,BMW Z4 3.2 M Roadster 2d - [2006],338,7900,269.0,4900.0,0.0,3246.0,198.0,155.0,249.0,227.6,2006,2000s,BMW,1.48506151142355,181.13727810650903
527,KIA Borrego 4.6 V8 AWD - [2009],337,6000,323.0,3500.0,0.0,4627.0,282.3,120.0,193.0,160.7,2009,2000s,KIA,2.09707529558183,154.024035608309
528,Aston-Martin DB7 3.2 V6 - [1993],335,5500,360.0,3000.0,0.0,3239.0,197.6,157.0,252.0,191.4,1993,1990s,Aston-Martin,1.75026123301985,205.683582089552
529,BMW 5 Series M5 E34 - [1992],335,6900,295.0,4750.0,0.0,3795.0,231.5,155.0,249.0,194.2,1992,1990s,BMW,1.72502574665294,171.011940298507
530,Infiniti M45 4.5 V8 Sport - [2006],335,6400,340.0,4000.0,0.0,4494.0,274.2,150.0,241.0,182.4,2006,2000s,Infiniti,1.83662280701754,185.122388059701
531,Subaru Impreza WRX STI Type RA Spec C - Blobeye - [2003],335,7000,280.0,3750.0,4.3,1994.0,121.6,160.0,257.0,242.7,2003,2000s,Subaru,1.38030490317264,202.853731343284
532,Pontiac Firebird 455 4.7 L V8 - [1971],335,4800,500.0,3000.0,0.0,7467.0,455.6,125.0,201.0,231.0,1971,1970s,Pontiac,1.45021645021645,344.776119402985
533,Ford Torino 1st Gen Cobra Hardtop Ram Air - [1969],335,5200,445.0,3400.0,0.0,6997.0,426.9,121.0,194.0,203.2,1969,1960s,Ford,1.6486220472440902,269.922388059701
534,Audi A3 RS3 Sportback 2.5 Turbo - [2010],335,5400,332.0,1600.0,4.6,2480.0,151.3,155.0,249.0,203.0,2010,2010s,Audi,1.65024630541872,201.182089552239
535,Ferrari 400 GTS - [1976],335,6500,311.0,4600.0,0.0,4823.0,294.3,152.0,244.0,177.8,1976,1970s,Ferrari,1.88413948256468,165.062089552239
536,Mercury Cyclone 6.4 V8 - [1966],335,4800,427.0,3200.0,0.0,6399.0,390.4,115.0,185.0,205.5,1966,1960s,Mercury,1.6301703163016998,261.935820895522
537,Ford Mustang 428 Cobra Jet 7.0 V8 - [1968],335,5400,440.0,3400.0,0.0,7010.0,427.7,127.0,204.0,227.1,1968,1960s,Ford,1.4751210920299398,298.280597014925
538,Bristol 411 6.3 V8 - [1969],335,5200,425.0,3400.0,0.0,6286.0,383.5,143.0,230.0,199.8,1969,1960s,Bristol,1.6766766766766799,253.477611940299
539,Porsche Macan S 3.0 V6 Twin Turbo - [2013],335,5500,339.0,1450.0,0.0,2997.0,182.8,158.0,254.0,179.6,2013,2010s,Porsche,1.8652561247216002,181.74447761194
540,Ferrari 412 i 4.9 V12 - [1986],335,6000,333.0,4200.0,0.0,4942.0,301.5,158.0,254.0,185.5,1986,1980s,Ferrari,1.8059299191374698,184.392537313433
541,Porsche Boxster GTS - [2014],335,7400,280.0,4750.0,4.7,3436.0,209.6,175.0,281.0,249.0,2014,2010s,Porsche,1.3453815261044197,208.119402985075
542,Porsche Boxster GTS PDK - [2014],335,7400,280.0,4750.0,4.6,3436.0,209.6,173.0,278.0,243.6,2014,2010s,Porsche,1.3752052545156002,203.605970149254
543,Porsche Cayman GTS 3.4L - [2014],335,7400,280.0,4750.0,4.6,3436.0,209.6,177.0,284.0,249.0,2014,2010s,Porsche,1.3453815261044197,208.119402985075
544,Porsche Cayman GTS PDK 3.4L - [2014],335,7400,280.0,4750.0,4.5,3436.0,209.6,176.0,283.0,243.6,2014,2010s,Porsche,1.3752052545156002,203.605970149254
545,Nissan 370Z 3.7 V6 Roadster - [2009],332,7000,270.0,5200.0,0.0,3696.0,225.5,155.0,249.0,213.6,2009,2000s,Nissan,1.55430711610487,173.710843373494
546,Aston-Martin Virage 5.3 V8 1988 - [1988],330,6000,350.0,4000.0,0.0,5341.0,325.9,157.0,252.0,169.2,1988,1980s,Aston-Martin,1.95035460992908,179.45454545454498
547,Chrysler Crossfire 3.2 V6 SRT-6 2d Auto - [2004],330,6100,310.0,4800.0,0.0,3199.0,195.2,155.0,249.0,218.6,2004,2000s,Chrysler,1.5096065873742,205.351515151515
548,Infiniti G37 3.7 V6 S - [2009],330,7000,270.0,5200.0,0.0,3696.0,225.5,155.0,249.0,198.4,2009,2000s,Infiniti,1.6633064516129,162.327272727273
549,Maserati Ghibli 2.0 Turbo Cup - [1995],330,6500,279.0,4000.0,0.0,1996.0,121.8,169.0,271.0,242.1,1995,1990s,Maserati,1.36307311028501,204.68454545454497
550,DeTomaso Pantera L 5.7L V8 - [1973],330,5400,325.0,3400.0,0.0,5763.0,351.6,158.0,254.0,248.4,1973,1970s,DeTomaso,1.32850241545894,244.636363636364
551,Maserati 5000 GT - [1959],330,5700,330.0,3500.0,0.0,4938.0,301.3,170.0,273.0,165.3,1959,1950s,Maserati,1.9963702359346598,165.3
552,Jensen Interceptor Mk 2 6.3L V8 - [1969],330,4600,425.0,2800.0,0.0,6286.0,383.5,137.0,220.0,197.0,1969,1960s,Jensen,1.6751269035532999,253.71212121212102
553,Jensen CV8 FF 6.3L V8 - [1965],330,4600,425.0,2800.0,0.0,6286.0,383.5,129.0,207.0,207.0,1965,1960s,Jensen,1.59420289855072,266.590909090909
554,Buick Riviera 7.5 V8 - [1971],330,4600,455.0,2800.0,0.0,7458.0,455.1,125.0,201.0,164.2,1971,1970s,Buick,2.00974421437272,226.39696969697002
555,Audi A5 S5 3.0 Quattro Cabriolet - [2009],328,7000,325.0,5300.0,0.0,2995.0,182.7,155.0,249.0,174.9,2009,2000s,Audi,1.8753573470554599,173.30030487804902
556,BMW 7 Series 745i Auto - [2001],328,6100,332.0,3600.0,0.0,4398.0,268.3,155.0,249.0,168.6,2001,2000s,BMW,1.94543297746145,170.656097560976
557,Audi A4 S4 3.0L V6 Supercharged - [2012],328,5500,325.0,2900.0,0.0,2995.0,182.7,155.0,249.0,184.2,2012,2010s,Audi,1.7806731813246501,182.515243902439
558,Audi A4 S4 3.0 V6 - [2008],328,5500,325.0,2900.0,0.0,2995.0,182.7,155.0,249.0,198.7,2008,2000s,Audi,1.6507297433316601,196.88262195122
559,Porsche Panamera S E Hybrid 3.0 V6 - [2013],328,5500,325.0,3000.0,0.0,2995.0,182.7,168.0,270.0,156.5,2013,2010s,Porsche,2.09584664536741,155.068597560976
560,Audi A4 S4 3.0 V6 - [2014],328,5500,325.0,2900.0,0.0,2995.0,182.7,155.0,249.0,187.4,2014,2010s,Audi,1.75026680896478,185.685975609756
561,Audi A4 S4 3.0 V6 S-Tronic - [2014],328,5500,325.0,2900.0,0.0,2995.0,182.7,155.0,249.0,183.7,2014,2010s,Audi,1.7855198693522,182.019817073171
562,BMW 7 Series 750i (E38) - [1999],326,5000,361.0,4400.0,0.0,5379.0,328.2,154.0,247.0,159.7,1999,1990s,BMW,2.04132748904195,176.845705521472
563,BMW 7 Series 750i E38 Auto - [1995],326,5000,361.0,3900.0,0.0,5379.0,328.2,155.0,249.0,159.1,1995,1990s,BMW,2.0490257699559997,176.181288343558
564,Mitsubishi Lancer Evo IX FQ 320 - [2005],326,6700,305.0,4300.0,4.4,1997.0,121.8,157.0,252.0,232.8,2005,2000s,Mitsubishi,1.40034364261168,217.803680981595
565,Toyota Supra 3.0 Turbo - [1993],326,5600,325.0,4800.0,0.0,2997.0,182.8,156.0,251.0,208.3,1993,1990s,Toyota,1.56505040806529,207.661042944785
566,Toyota Supra 3.0 Turbo Auto - [1993],326,5600,325.0,4800.0,0.0,2997.0,182.8,155.0,249.0,208.3,1993,1990s,Toyota,1.56505040806529,207.661042944785
567,Maserati Shamal 3.2L V8 BiTurbo - [1992],326,6000,320.0,2800.0,0.0,3217.0,196.3,168.0,270.0,230.0,1992,1990s,Maserati,1.4173913043478301,225.766871165644
568,DeTomaso Pantera GTS 5.8 V8 - [1973],326,6000,326.0,4000.0,0.0,5766.0,351.8,179.0,288.0,235.8,1973,1970s,DeTomaso,1.38252756573367,235.8
569,Subaru Impreza WRX STI 330S - Hatch - [2008],325,5400,347.0,340.0,4.6,2457.0,149.9,155.0,249.0,215.9,2008,2000s,Subaru,1.5053265400648401,230.514769230769
570,Plymouth Fury 384 - [1967],325,4800,425.0,2800.0,0.0,6295.0,384.1,118.0,189.0,165.9,1967,1960s,Plymouth,1.9590114526823401,216.94615384615398
571,Jensen Interceptor FF 6.3L V8 - [1968],325,4600,425.0,2800.0,0.0,6286.0,383.5,130.0,209.0,177.5,1968,1960s,Jensen,1.83098591549296,232.115384615385
572,Pontiac Firebird Formula W96 Ram Air - [2001],325,5200,350.0,4000.0,0.0,5665.0,345.7,155.0,249.0,214.5,2001,2000s,Pontiac,1.51515151515152,231.0
573,Chevrolet Camaro Z28 SS 5.7 V8 - [2002],325,5200,350.0,4000.0,0.0,5666.0,345.7,157.0,252.0,210.0,2002,2000s,Chevrolet,1.5476190476190501,226.15384615384602
574,Pontiac GTO 6.4 V8 - [1964],325,4800,428.0,3200.0,0.0,6362.0,388.2,122.0,196.0,210.7,1964,1960s,Pontiac,1.5424774560987198,277.475692307692
575,Porsche 911 Turbo SE 930 - [1986],325,5750,344.0,4500.0,0.0,3299.0,201.3,171.0,275.0,243.4,1986,1980s,Porsche,1.3352506162695201,257.629538461538
576,Buick Riviera 6.6 V8 - [1962],325,4400,445.0,2800.0,0.0,6555.0,400.0,123.0,197.0,170.9,1962,1960s,Buick,1.90169689877121,234.00153846153802
577,Pontiac Firebird 400 - [1967],325,4800,410.0,3400.0,0.0,6554.0,399.9,120.0,193.0,215.2,1967,1960s,Pontiac,1.51022304832714,271.483076923077
578,Ford Mustang Mach 1 390 4 Speed - [1969],324,4600,427.0,3200.0,0.0,6384.0,389.5,120.0,193.0,200.0,1969,1960s,Ford,1.62,263.58024691357997
579,Volvo S60 Polestar - [2013],324,5600,354.0,3000.0,0.0,2953.0,180.2,155.0,249.0,190.5,2013,2010s,Volvo,1.7007874015748,208.138888888889
580,Toyota Aurion TRD 3.5 V6 - [2007],323,6400,295.0,4000.0,0.0,3456.0,210.8,155.0,249.0,198.1,2007,2000s,Toyota,1.6304896516910703,180.927244582043
581,Audi Q7 4.2 TDi - [2007],322,3750,561.0,1800.0,0.0,4134.0,252.2,147.0,236.0,133.0,2007,2000s,Audi,2.4210526315789505,231.71739130434798
582,Mercedes SL Class 500SL R129 - [1989],322,5500,332.0,4000.0,0.0,4973.0,303.4,155.0,249.0,170.4,1989,1980s,Mercedes,1.88967136150235,175.691925465839
583,Mercedes E Class 500 W124 - [1990],322,5700,354.0,3900.0,0.0,4973.0,303.4,156.0,251.0,188.3,1990,1990s,Mercedes,1.71003717472119,207.01304347826098
584,BMW Z3 M Coupe 3.2 2d - [1998],321,0,258.0,0.0,0.0,3201.0,195.3,155.0,249.0,221.3,1998,1990s,BMW,1.4505196565747902,177.867289719626
585,BMW Z3 Roadster - [2001],321,7400,258.0,4900.0,0.0,3246.0,198.0,155.0,249.0,221.3,2001,2000s,BMW,1.4505196565747902,177.867289719626
586,BMW 3 Series M3 Evolution E36 - [1996],321,7400,258.0,3250.0,0.0,3201.0,195.3,155.0,249.0,218.2,1996,1990s,BMW,1.4711274060495,175.37570093457902
587,Vauxhall-Opel Insignia VXR OPC 2.8 V6 BiTurbo - [2010],321,5250,321.0,5250.0,0.0,2792.0,170.3,155.0,249.0,175.8,2010,2010s,Vauxhall-Opel,1.8259385665528998,175.8
588,Cadillac STS 4.6 V8 Sport Luxury - [2005],320,6400,315.0,4400.0,0.0,4565.0,278.5,155.0,249.0,171.4,2005,2000s,Cadillac,1.8669778296382702,168.721875
589,MG SV 5.0 V8 - [2004],320,6000,302.0,4750.0,0.0,4601.0,280.7,165.0,265.0,214.0,2004,2000s,MG,1.4953271028037398,201.9625
590,Mitsubishi 3000 GT VR-4 - [1994],320,6000,315.0,2500.0,0.0,2972.0,181.3,155.0,249.0,185.5,1994,1990s,Mitsubishi,1.72506738544474,182.6015625
591,TVR Chimaera 5.0 - [1993],320,5200,320.0,4200.0,4.1,4988.0,304.3,163.0,262.0,301.8,1993,1990s,TVR,1.06030483764082,301.8
592,TVR Griffith 500 - [1993],320,5500,320.0,3750.0,4.1,4988.0,304.3,167.0,268.0,301.8,1993,1990s,TVR,1.06030483764082,301.8
593,Ford Mustang 4th Gen SVT Cobra Coupe - [1999],320,6000,317.0,4750.0,0.0,4601.0,280.7,155.0,249.0,205.7,1999,1990s,Ford,1.5556635877491498,203.7715625
594,Porsche 928 S4 5.0L V8 - [1986],320,6000,318.0,3000.0,0.0,4957.0,302.4,168.0,270.0,202.5,1986,1980s,Porsche,1.5802469135802502,201.234375
595,Lamborghini 400 GT 2+2 3.9L V12 - [1965],320,6500,262.0,4700.0,0.0,3929.0,239.7,155.0,249.0,217.3,1965,1960s,Lamborghini,1.4726184997699,177.914375
596,TVR Chimaera 500 5.0L V8 - [2001],320,5500,320.0,4000.0,4.1,4997.0,304.9,167.0,268.0,301.8,2001,2000s,TVR,1.06030483764082,301.8
597,Porsche Cayman S 3.4l - [2012],320,7400,273.0,4500.0,0.0,3436.0,209.6,176.0,283.0,242.4,2012,2010s,Porsche,1.3201320132013201,206.7975
598,Lamborghini Islero 3.9L V12 - [1968],320,6500,275.0,4500.0,0.0,3929.0,239.7,165.0,265.0,252.3,1968,1960s,Lamborghini,1.2683313515656,216.8203125
599,Chevrolet Camaro Z28 SS 5.7 V8 - [1998],320,5200,345.0,4400.0,0.0,5666.0,345.7,160.0,257.0,209.9,1998,1990s,Chevrolet,1.52453549309195,226.2984375
600,Ford Fairlane GTA 390 6.4 V8 - [1967],320,4800,427.0,3200.0,0.0,6383.0,389.5,130.0,209.0,197.7,1967,1960s,Ford,1.61861406170966,263.8059375
601,Bentley Mulsanne Turbo R - [1992],320,4200,455.0,2400.0,0.0,6750.0,411.9,137.0,220.0,132.7,1992,1990s,Bentley,2.4114544084400897,188.6828125
602,TVR T350 T 3.6 - [2004],318,3500,290.0,7200.0,4.4,3605.0,219.9,175.0,281.0,289.0,2004,2000s,TVR,1.1003460207612499,263.553459119497
603,Porsche 911 Carrera 4 996 - [2002],316,6800,273.0,4250.0,0.0,3596.0,219.4,174.0,280.0,224.9,2002,2000s,Porsche,1.40506891951979,194.29651898734198
604,Subaru Impreza RB320 - Hawkeye - [2007],316,6000,332.0,3750.0,0.0,2457.0,149.9,158.0,254.0,211.3,2007,2000s,Subaru,1.4955040227165202,221.998734177215
605,Subaru Impreza WRX STI 320R - Saloon - [2011],316,6000,332.0,3400.0,0.0,2457.0,149.9,158.0,254.0,209.9,2011,2010s,Subaru,1.5054787994282999,220.527848101266
606,Ferrari 365 California 4.4 V12 - [1966],316,6200,268.0,5000.0,0.0,4390.0,267.8,151.0,243.0,210.6,1966,1960s,Ferrari,1.50047483380817,178.61012658227799
607,Mercedes SL Class 500 - [1997],315,5600,345.0,3900.0,0.0,4973.0,303.4,155.0,249.0,175.3,1997,1990s,Mercedes,1.7969195664575,191.995238095238
608,Porsche Cayman S 3.4 - [2009],315,7200,273.0,4750.0,0.0,3436.0,209.6,172.0,276.0,233.3,2009,2000s,Porsche,1.3501928846978102,202.19333333333302
